,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
3668,6243919243_5,0,0,0,0,0,0,630,what does the motorcyclist do after the light turns green,TN,continue driving,smiles and waves,bends down,crawl,enjoys the view,True,False,True,True,True,True,True
3709,11576401024_6,1,1,1,1,1,1,1051,how does the lady in front of the boy feel,TC,amazed,happy,attentive,restless,annoyed,True,False,True,True,True,True,True
3710,4693467772_0,0,0,0,0,0,0,724,why were the two ladies shaking their bodies in the middle of the video,CW,dancing,exercise,jumping on trampoline,play around,presenting to an audience,True,False,True,True,True,True,True
3749,5564473671_2,4,4,4,4,4,4,1346,why is the man in black pants standing behind the people holding bows,CW,to push them,emcee talking to audience,grab some food,take video,watching them practice,True,False,True,True,True,True,True
3763,5498789102_1,4,4,4,4,4,4,873,why is everyone clapping,CW,watching performance,playing around,dance performance,doing a routine,celebrating birthday,True,False,True,True,True,True,True
3811,3889087646_2,1,1,1,1,1,1,744,why did the lady in green moved towards the table,CW,play with them,to remove things from the table,hold orange shirt baby,to take photo,to blow the canddles,True,False,True,True,True,True,True
3812,8993709862_3,0,0,0,0,0,0,848,why are the people shifting their foot around before taking the photo,CW,adjusting position,her partner talks to her,cyling,climbing terrain,pedalling,True,False,True,True,True,True,True
3814,6620044377_10,0,0,0,0,0,0,850,how many kids are present in the video,DC,two,four,three,six,five,True,False,True,True,True,True,True
3818,5571348093_4,1,1,1,1,1,1,895,where is this happening,DL,bowling alley,living room,stage,in the middle of the sea,residential area,True,False,True,True,True,True,True
3835,5412696114_9,4,4,4,4,4,4,741,what is the girl doing while the baby is sitting on sofa,TC,pushing the table,drawing the baby,doing homework,playing with toys,play with baby,True,False,True,True,True,True,True
3843,3205604574_4,1,1,1,1,1,1,2697,how many kids are present,DC,six,two,three,one,nine,True,False,True,True,True,True,True
3845,9383140374_3,1,1,1,1,1,1,604,how do the children react when the claw in the arcade toy drops the object,TC,sit down,astonished,hit the machine,bend down to pick it,pick it up,True,False,True,True,True,True,True
3851,6764483319_4,1,1,1,1,1,1,365,why did the lady leave the man by standing up after hugging him,CW,lady have to carry baby,conversation over,lady distracted,better balance,help the man take water,True,False,True,True,True,True,True
3862,2779340329_0,0,0,0,0,0,0,915,what is the relationship between the boy in red and the man in white,DO,parent offspring,opponent,team member,friends,opponents,True,False,True,True,True,True,True
3874,3501167063_2,4,4,4,4,4,4,1434,how did the man carry the baby at the beginning of the video,CH,by using the pram,on his back,in a trolley,on the dog s back,in his arms,True,False,True,True,True,True,True
3878,11276537014_9,0,0,0,0,0,0,1106,how does the man in yellow feel after finishing the session with the lady in grey,TN,happy,look at book,walk away,keeps the camera still,walk to back of table,True,False,True,True,True,True,True
3882,3992773451_2,4,4,4,4,4,4,744,what does the lady do after the boy swim to her,TN,stand on the plank,takes the towel,pick up the bucket,wipe her hands and walk away,grab him,True,False,True,True,True,True,True
3884,3312292397_2,0,0,0,0,0,0,1857,how did the man put his food into his mouth,CH,spoon,fork,chopsticks,baby feed him,spatula,True,False,True,True,True,True,True
3896,7824310242_6,0,0,0,0,0,0,337,where is this video taken,DL,hospital ward,outdoors,sheltered area,snow mountain,grassland,True,False,True,True,True,True,True
3898,9711707112_2,0,0,0,0,0,0,549,what was the lady in grey doing as the lady in blue was recording the place,TC,using her phone,carve pumpkin,put her hands up,play the drum,distracted,True,False,True,True,True,True,True
3931,2814476910_9,0,0,0,0,0,0,711,what did the girl do with her hand after she pointed towards her right at the end of the video,TN,retract her hand,crawl away,turned behind,touch girl in black,get out of car,True,False,True,True,True,True,True
3940,9720764244_2,0,0,0,0,0,0,595,why were there flashes seen here and there throughout the whole video,CW,photo taken,power failure,clicking picture,lights flickering,indicate game in progression,True,False,True,True,True,True,True
3979,6862984319_1,4,4,4,4,4,4,696,why are there flashes of light when the elephants are playing with each other,CW,light from stage,lightning from nearby storm,light from disco,resting and eating,camera taking photos,True,False,True,True,True,True,True
3981,3747186945_1,0,0,0,0,0,0,1179,why did the girl in braids walk in front of the other children when they are finding something around the house,CW,leading them,copy some characters,show them spider web,touring house,to carry her toy around easily,True,False,True,True,True,True,True
3984,9197405751_2,1,1,1,1,1,1,544,why did the girl move across the room,CW,to pick up something,dancing,play with boy,play with dog,play with adult,True,False,True,True,True,True,True
3998,2906386126_3,0,0,0,0,0,0,1275,what did the man in blue starts doing near the end of the video,TC,moving left and right,put circle from bag in jar,stand at the fridge and watch,look at man in black,walk forward,True,False,True,True,True,True,True
4006,8750015460_4,0,0,0,0,0,0,1133,why does the person touch the baby s hair after the girl closes the book,CW,show affection,so he can bow,put on keyboard,choose colour of pen to colour,show affection and make baby laugh,True,False,True,True,True,True,True
4017,4430422083_6,0,0,0,0,0,0,904,how did the boy kept himself warm,DO,jacket,heat pack,singlet,warm water,gloves,True,False,True,True,True,True,True
4034,4823383982_8,0,0,0,0,0,0,1743,what does the woman in black do after cutting the cake,TN,put cake on plate,raise hands,climb the tree,bounced around,shake hand,True,False,True,True,True,True,True
4035,5275599750_4,0,0,0,0,0,0,2060,how many people are there,DC,two,six,four,five,three,True,False,True,True,True,True,True
4057,9023339404_2,4,4,4,4,4,4,2001,what does the man with a white hat do as the elephant is moving,TC,start talking,clapping his hands,folds the shirt,snatch the shirt,guiding the elephant,True,False,True,True,True,True,True
4061,2542153546_3,4,4,4,4,4,4,1143,why did the man raised his hand at the beginning of the video,CW,trying to open present,introducing the lady,to get up,ask questions,to pat his cat,True,False,True,True,True,True,True
4063,7011018565_8,0,0,0,0,0,0,1994,what does the man do after putting the black dog down,TN,show the dog s teeth,threw the ball,move his hand to grab the drink,went home,walk backwards,True,False,True,True,True,True,True
4079,10922064546_3,0,0,0,0,0,0,2160,why does the bespectacled man lean forward,CW,speak into microphone,dig the sand,kiss the girl,take the gift,wishper to lady,True,False,True,True,True,True,True
4108,5031528157_0,0,0,0,0,0,0,1798,what does the boy do as the chickens gathered outside,TC,watch,lying down,run after it,run to it,smiles with excitement,True,False,True,True,True,True,True
4113,3332670362_2,4,4,4,4,4,4,1622,how does the baby react to being swung,TC,sleep,throw toy,cry,cover her eyes,smile,True,False,True,True,True,True,True
4125,4046784335_6,1,1,1,1,1,1,2697,how many ladies are playing at the table,DC,four,two,one,six,five,True,False,True,True,True,True,True
4159,13166998645_8,1,1,1,1,1,1,1183,how did the boy start the toy s movement again after it stops,CH,pulled the string,press button,removed the plastic covering,adjust slides,voice control,True,False,True,True,True,True,True
4162,3430723284_4,0,0,0,0,0,0,796,how did the baby react after the man touched its head at the end of the video,TN,cry,stand behind baby,shakes legs,turn the camera to face him,rolled get back up,True,False,True,True,True,True,True
4165,2925748611_9,1,1,1,1,1,1,355,why did the person press the back button at the end of the video,CW,someone blew them,transfer process is done,avoid getting hit,adjust the teddy bear,finish playing with the child,True,False,True,True,True,True,True
4166,4642870129_5,0,0,0,0,0,0,356,how many people are involved in the video,DC,two,eight,three,one,six,True,False,True,True,True,True,True
4170,4607629530_2,4,4,4,4,4,4,1387,what is the man with moustache doing as he speaking after the middle,TN,holding on to a rail,take one leg off the scooter,making hand gestures,nodded and gave someone a hi-five,rolling his sleeves,True,False,True,True,True,True,True
4177,5441902119_1,0,0,0,0,0,0,823,how did the shorter boy react when the taller boy threw his hat away in the middle of the video,TC,get his hat back,confusion,no reaction,upset,cries,True,False,True,True,True,True,True
4187,6181099606_5,0,0,0,0,0,0,782,how does the baby react after the woman puts the pink cloth on top of its head,TN,excited,watch her reaction,shake hands too,look at toy,pat the boy s head,True,False,True,True,True,True,True
4210,3844880628_8,0,0,0,0,0,0,519,what happens to the ball after the boy puts it into the hole of the pipe,TN,roll down the pipe,walk backwards while watching bowl move,push the ball through the net,smiles with excitement,slide down,True,False,True,True,True,True,True
4230,3932142423_1,1,1,1,1,1,1,2669,what did the girl do after the man came out of the corner,TN,a hen,walks out,looks forward,change direction,walk around girl in pink,True,False,True,True,True,True,True
4250,2547320060_2,4,4,4,4,4,4,756,why did the boy in green clap near the end of the video,CW,he is bored,find it funny to throw snowballs,foot in pain,enjoy the performance,celebrate birthday,True,False,True,True,True,True,True
4256,4389226223_7,0,0,0,0,0,0,1114,how is the man feeling as the baby is eating the apple in the middle,TC,happy,angry,sad,worried,dizzy,True,False,True,True,True,True,True
4259,9663613477_6,4,4,4,4,4,4,794,how did the lady show affection to the dog,CH,kiss it,throw food on the floor,hug it,release the leash,caress dog,True,False,True,True,True,True,True
4263,5890296039_2,0,0,0,0,0,0,2697,why did the lady close her eyes halfway through her singing,CW,to focus on her singing,dance performance,stable herself before stepping down,ready to sleep,she made a wish,True,False,True,True,True,True,True
4268,6419015349_4,0,0,0,0,0,0,599,why did the boy hold onto the table as he jumps,CW,support,playing cards,rehearsing performance,to blow the candles out,snacking,True,False,True,True,True,True,True
4270,3360208610_2,0,0,0,0,0,0,374,why did the boy in black and white walk towards the hoop with the ball on top of is head,CW,throw the ball in the hoop,take turn to play,give something to boy in white,pass the ball,to step forward,True,False,True,True,True,True,True
4316,8857007026_8,0,0,0,0,0,0,2639,how did the man try to balance himself after he jumped onto the platform,CH,hold on to the railings,control the side of boat,hold the sticks,pick up coat,hold the rope,True,False,True,True,True,True,True
4318,5647081404_6,0,0,0,0,0,0,720,why did the child turn the item to different side,CW,trying to open the item,to look for more food,playing with the ball,look at the cameraman,changing the colour,True,False,True,True,True,True,True
4338,8201826598_1,4,4,4,4,4,4,2138,why does the boy hold the item,CW,cleaning his fencing equipment,playing a song,playing with toy,show interest in painting a flower,eat it,True,False,True,True,True,True,True
4341,9658373642_9,4,4,4,4,4,4,740,what did the boy do when the dog changed position to the opposite side of the box at the start,TC,pushed him away,drink from bottle,looks around,pat dog s head,follow dog,True,False,True,True,True,True,True
4345,3835096097_2,4,4,4,4,4,4,528,why is there two men outside the ring,CW,traditional costume,excited,sunny,cycling,spectators,True,False,True,True,True,True,True
4376,8696216243_1,0,0,0,0,0,0,890,how does the baby in purple interact with the red toy,CH,grab it,bite it,kick it,push it away,pass to adult,True,False,True,True,True,True,True
4378,3223951946_7,1,1,1,1,1,1,474,how do the people keep themselves warm,DO,wear gloves,wear thick clothes,wear warm clothes and glove,winter clothes,wear hoodie,True,False,True,True,True,True,True
4384,5080289573_6,4,4,4,4,4,4,396,what did the girl in red do after the girl in blue touch her head,TN,sit down,get up,tickle her,clap,shake girl in red's head,True,False,True,True,True,True,True
4431,5849071543_0,0,0,0,0,0,0,1102,how did the people protect their head from injury,DO,wear helmet,with bandage,wear headband,swimming cap,hairtie,True,False,True,True,True,True,True
4438,5524185835_3,4,4,4,4,4,4,797,why does the lady in blue walk across the stage,CW,let child give speech,talking to lady in white,take a microphone,adjust her speakers,to perform,True,False,True,True,True,True,True
4447,2703151976_7,0,0,0,0,0,0,1351,why is the lady standing in front of the podium,CW,give speech,repair the microphone,shake hands with man,singing,pull her sleeves down,True,False,True,True,True,True,True
4452,3705663920_0,0,0,0,0,0,0,683,how did the man protect his head from injury,DO,wearing helmet,wear glove,sunglasses,move left and right,goggles,True,False,True,True,True,True,True
4453,4353169496_2,4,4,4,4,4,4,2697,why did the lady in red move her arms,CW,talking to someone on the grass,waiting for the pan,exercise,catch a ball,gesture while talking,True,False,True,True,True,True,True
4457,3300272359_6,0,0,0,0,0,0,1202,where is this video taken,DL,living room,sheltered area,dining table,roadside,outside,True,False,True,True,True,True,True
4467,3440542069_2,1,1,1,1,1,1,817,why does the woman tilt the bottle up,CW,waving,so baby can drink better,posing,enjoying and playing,exercising,True,False,True,True,True,True,True
4515,8031010690_2,0,0,0,0,0,0,526,where is this place,DL,living room,porch outside house,in a building,dirt field,waterfall,True,False,True,True,True,True,True
4557,8886103892_5,0,0,0,0,0,0,798,where is this happening,DL,park,river,trail,bus,house,True,False,True,True,True,True,True
4565,3141642801_7,1,1,1,1,1,1,571,what was the boy in black doing at the end of the video,TC,stood back up,adjusting equipment,started singing,enters a room,turn behind to look,True,False,True,True,True,True,True
4568,10734790773_0,4,4,4,4,4,4,1126,how did the toddlers feel during the meal,TC,sad,bored and uninterested,tired,angry,happy,True,False,True,True,True,True,True
4575,5883748313_2,0,0,0,0,0,0,1002,how does the child show that he is unhappy,CH,cry,kicks railings,stands upright,use fingers to press buttons,hit adult,True,False,True,True,True,True,True
4587,5415466680_5,0,0,0,0,0,0,2697,where is this video taken,DL,stage,outdoors,zoo,ocean,park,True,False,True,True,True,True,True
4600,4289404873_1,4,4,4,4,4,4,1355,why is the man carrying a huge bag on his back and walking towards a group of people,CW,witness for the oath,he is dancing,scared of snake,curious,hiking,True,False,True,True,True,True,True
4628,2996876993_1,0,0,0,0,0,0,720,why is the girl sitting in between the legs of the lady,CW,comfortable,reading a book,adjusting her shoes,watching a video,unwrap the presents,True,False,True,True,True,True,True
4654,3300272359_1,0,0,0,0,0,0,1202,what did the man do after the girl moved her head around,TN,moved his head too,point finger,show affection,moves backward,oversees,True,False,True,True,True,True,True
4663,2776910060_1,4,4,4,4,4,4,1241,how did the man in black support the baby to stand,CH,walk with him,put baby on his lap,baby stroller,lifted his shoulder,hold baby,True,False,True,True,True,True,True
4687,6095248978_4,4,4,4,4,4,4,2250,why does the man move the child in red from his left to his right leg,CW,make space to grab toy,help child slide down,support himself up,help child crawl to lady,make space for child in black,True,False,True,True,True,True,True
4689,3204890216_10,1,1,1,1,1,1,759,what does the dog do after approaching the rocks,TN,tried to play with the cat,smells the rocks,put hand on floor,look at baby,carry dog up,True,False,True,True,True,True,True
4703,10278239024_5,0,0,0,0,0,0,1218,how does the baby moving his right hand,CH,taps the floor,hit the drum,bite it,wave it,push high chair,True,False,True,True,True,True,True
4712,3747890905_9,0,0,0,0,0,0,1152,where are the people hanging out,DL,living room,play area,jungle,by the thams,studio,True,False,True,True,True,True,True
4720,3889087646_7,0,0,0,0,0,0,744,why did the man bend forward to the cake the second time near the end of the video,CW,remove the candles,for fun,love,enouragement,for children,True,False,True,True,True,True,True
4721,7516286866_2,4,4,4,4,4,4,438,why does the baby grab the hollow ball in the middle of the video,CW,play with the dog,teething,reach the end of the ramp,bottle taken out from mouth,to play with,True,False,True,True,True,True,True
4736,4980235136_6,0,0,0,0,0,0,660,why do some of the buses not have their headlights on,CW,not in operation,different vehicles,emergency vehicles,to save energy,to lock their door,True,False,True,True,True,True,True
4739,2881352518_1,4,4,4,4,4,4,1999,why did the lady taking her camera going from one cat to another in the video,CW,looking at spoonn,protection from sun,adjust the camera,asking the girl to pose,recording them,True,False,True,True,True,True,True
4742,12753577835_6,0,0,0,0,0,0,840,what was the adult at the back doing,TC,watching tv,skateboarding,playing guitar,skiing,kayaking,True,False,True,True,True,True,True
4751,5353486947_4,0,0,0,0,0,0,464,what does the baby do as the woman covers her eyes at the start of the video,TC,cover eyes,put bag on her shoulder,wave to camera,picking the bags up,put food on table,True,False,True,True,True,True,True
4770,4405327307_5,4,4,4,4,4,4,710,why is the man holding the microphone,CW,demonstrating,adjusting microphone straps,give others to speak,cleaning the microphone,singing,True,False,True,True,True,True,True
4781,4766274786_8,0,0,0,0,0,0,979,where is this video taken,DL,living room,grassland,mountain top,beach,computer table,True,False,True,True,True,True,True
4795,3540508501_1,4,4,4,4,4,4,1632,how does the man help the lady when she s holding the gun,CH,clap for her,do a peace sign with hand,pat her back,dance for her,helps her hold the gun,True,False,True,True,True,True,True
4808,6317085607_1,0,0,0,0,0,0,2020,how does the man make his points clearer after speaking for a while,CH,hand gesture,point to the screen,loudspeaker,he calls the waiter to speak for him,stand higher,True,False,True,True,True,True,True
4809,4207981117_0,0,0,0,0,0,0,360,why did the woman hold onto a leash,CW,control dog,dog wants to jump into the pool,dog was near something dangerous,dog was barking loudly,prevent dog from hurting others,True,False,True,True,True,True,True
4822,3480618846_5,1,1,1,1,1,1,526,what activity is being carried out,TC,playing,walk,egg hunter,boxing,baseball,True,False,True,True,True,True,True
4823,3625960287_7,0,0,0,0,0,0,703,what does the woman in yellow do after caressing the crocodile for a while at the end of the video,TN,feels its leg,holds the book,dance with hands,carry baby up,taps the other sock,True,False,True,True,True,True,True
4831,2855649995_8,0,0,0,0,0,0,812,what does the girl do after putting the lemon on the white thing the second time,TN,forces it down,staring,point,scratch arms,she drinks it,True,False,True,True,True,True,True
4861,8032967534_5,0,0,0,0,0,0,2190,how did the man in suit ensured he can see clearly,DO,wear glasses,sitting upright,wave his hands,hand gestures,rub his eyes,True,False,True,True,True,True,True
4868,2405004230_13,4,4,4,4,4,4,1710,what did the lady with microphone do before she starts performing,TP,stand up,run,slide down,move closely to the camera,talk to the crowd,True,False,True,True,True,True,True
4883,4046784335_4,0,0,0,0,0,0,2697,what did the lady in white do after she first took out a block,TN,place it on the top,sit down,spit,look into camera,feed horse with grass,True,False,True,True,True,True,True
4891,6160350737_7,0,0,0,0,0,0,1140,how many cars drove past them,DC,two,three,seven,five,six,True,False,True,True,True,True,True
4902,4978371835_8,0,0,0,0,0,0,780,why does the baby hold on tightly to the metal string,CW,on swing,wants bracelet,pull the car,climbing,ring the bell,True,False,True,True,True,True,True
4920,2500623285_0,0,0,0,0,0,0,450,how was the dog resting on the beach at the beginning of the video,CH,lying,biting balls,jump up and down,roll over around,wag its tail,True,False,True,True,True,True,True
4930,5588738404_0,4,4,4,4,4,4,931,why are the cats lying still on the chair at the beginning,CW,looking for food,waiting for man,scared of the big cat,change playing position,sleeping,True,False,True,True,True,True,True
4947,2792202513_3,4,4,4,4,4,4,401,how does the girl in pink feel,TC,sad,restricted,dizzy,worried,happy,True,False,True,True,True,True,True
4959,2458544634_8,0,0,0,0,0,0,1224,how is the dog not wet,CH,not in water,wearing jacket,safety vest,shook water off,wrapped in towel,True,False,True,True,True,True,True
4961,2700856270_5,0,0,0,0,0,0,819,what happens to the girl after turing around near the end,TN,fall down,pick up dog,chased by dog,clasp her hands,play the piano,True,False,True,True,True,True,True
4968,8726215081_3,4,4,4,4,4,4,1621,why does the baby clap her hands occasionally while walking,CW,learning how to dance,encourage the dog to walk over,following actions on the tv,singing a song,excited,True,False,True,True,True,True,True
4973,4766274786_6,0,0,0,0,0,0,979,what did the girl do after the baby lost the balloon,TN,pass back balloon to baby,touch the baby s arm,lift baby above head,flip onto back,lost balance,True,False,True,True,True,True,True
4978,12884491894_1,4,4,4,4,4,4,850,what is the child playing with,DO,ride a tricycle,classmates,siblings,guitar,toy car,True,False,True,True,True,True,True
4985,5080289573_3,4,4,4,4,4,4,396,what did the girl in blue do when the girl in red lost her balance,TC,danced around,gave her a rod,holds onto the wooden plank,gets a safety belt,hold her,True,False,True,True,True,True,True
5007,5995224103_7,4,4,4,4,4,4,1123,how did the girls react when they saw each other moving forward,TC,looks at dogs,burst into tears,bow,pose for the camera,they laughed,True,False,True,True,True,True,True
5009,9402994355_9,0,0,0,0,0,0,631,where is this video taken,DL,home,speech event,backyard,forest,road,True,False,True,True,True,True,True
5027,6691315951_6,0,0,0,0,0,0,1107,what did the bird that landed on the tree branch do after a while,TN,fly,float,continue cleaning itself,continue eating,pull leaves,True,False,True,True,True,True,True
5036,7001228068_2,4,4,4,4,4,4,1233,why does the white dog follow the girl,CW,take food,wanted to her to feed him,play with her,show affection,the girl is holding the leash,True,False,True,True,True,True,True
5041,3631211612_4,4,4,4,4,4,4,730,why is the man with blue hat holding a phone,CW,talking,hit the drum set,demonstrating,he is performing a show,taking a video,True,False,True,True,True,True,True
5050,2822110402_4,0,0,0,0,0,0,918,how are the divers moving themselves in the water,CH,swimming,artifical mermaid tail,swaying from side to side,bending their knees,having equal people on each side of the boat,True,False,True,True,True,True,True
5054,7238677454_11,4,4,4,4,4,4,375,why is the man looking at the girl constantly while pulling her forward,CW,make way for other babies,ensure girl cycles,woman is playing with baby,support her from falling,making sure she swim,True,False,True,True,True,True,True
5060,3480618846_4,0,0,0,0,0,0,526,where are the people hanging out,DL,forest,kitchen,bedroom,road,garden,True,False,True,True,True,True,True
5075,9010710024_3,0,0,0,0,0,0,656,how are the four men positioned in the video,TC,standing side by side,next to the carpet,beside a camera,riding a motorbike,beside the pond,True,False,True,True,True,True,True
5076,8132052550_3,1,1,1,1,1,1,1345,why does the boy in grey widen the distance between his legs towards the end,CW,show he finish chewing,stabilize himself,man pull him forward,want to speak,hump on the way,True,False,True,True,True,True,True
5085,9598464461_5,4,4,4,4,4,4,1180,why does the girl reach out her hand,CW,feed the dogs,hi-five,ask for sweets,interested in the book,to caress the goat,True,False,True,True,True,True,True
5106,4794935391_3,0,0,0,0,0,0,430,how did the man in pink consume the food on table,CH,use spoon,with a straw,fed by woman,use fork to grab meat,knife to cut the meat,True,False,True,True,True,True,True
5141,3546634491_7,1,1,1,1,1,1,1632,what does the lady in black do after picking up a flower in the middle,TN,follow the girl,smell it and wave it around,yes,pass to lady in pink,laughs,True,False,True,True,True,True,True
5157,6991460472_8,4,4,4,4,4,4,320,why does the woman touch the boy s head,CW,on a horse,pat away the dust,pet boy,wipe off the leaves,encourage boy to move,True,False,True,True,True,True,True
5169,3064389881_9,0,0,0,0,0,0,802,why did the baby put his hand on the ball and push in the middle of the video,CW,playing,posing for camera,giving it to lady,giving it to another baby,give it to the man,True,False,True,True,True,True,True
5183,9658373642_0,0,0,0,0,0,0,740,what does the boy in green do as the dog was climbing over the box at the start,TC,look at dog,go to the camera,laugh,lie down,grab the toy,True,False,True,True,True,True,True
5196,3702630327_9,0,0,0,0,0,0,347,how many paddles did the man pick up,DC,two,three,seven,thrice,four,True,False,True,True,True,True,True
5200,3765087719_4,1,1,1,1,1,1,2165,why is blonde girl on stage,CW,hitting drum,playing guitar,receive award,teachign the class,arrange wire,True,False,True,True,True,True,True
5208,6954179507_2,0,0,0,0,0,0,854,why is there a man in black standing on the balcony of a big ship docked at a habour,CW,oversee operations,fixing the car,fall over,drinking,having a conversation,True,False,True,True,True,True,True
5211,2407193002_0,0,0,0,0,0,0,1637,what is the boy wearing yellow doing with his left hand,TC,pressing the chords,pick something up from ground,touching bed,reaching for food,point towards camera,True,False,True,True,True,True,True
5212,6257273545_8,4,4,4,4,4,4,2697,how many people are there,DC,seven,four,six,five,two,True,False,True,True,True,True,True
5246,7238677454_10,0,0,0,0,0,0,375,why did the man put his mouth underwater a few times,CW,to create bubbles,to catch crabs,check on fish,cooling,part of the adventure activity,True,False,True,True,True,True,True
5261,6895329002_0,1,1,1,1,1,1,718,how did the dog keep up with the man,CH,roll around,walk beside him,lie down,jump at the man,bite the man,True,False,True,True,True,True,True
5263,8032967534_4,0,0,0,0,0,0,2190,what is the man in suit holding,DO,microphone,blue toy,formal attire,cabbage,streetwear,True,False,True,True,True,True,True
5270,3258993991_1,1,1,1,1,1,1,1380,what animal is shown in the video,DO,turtle,dog,horse,camel,tiger,True,False,True,True,True,True,True
5293,8746344569_6,0,0,0,0,0,0,976,how do the people place their left hand while they tap the block at the side,CH,opposite side of the block,hold each other s hand,with the sticks,on the table,on the chair,True,False,True,True,True,True,True
5298,11589691386_4,0,0,0,0,0,0,1968,how did the two people walk past the old man,CH,in the opposite direction,ride bike,in the backpack,use walking handle,move their hands up and down,True,False,True,True,True,True,True
5312,3375064270_8,0,0,0,0,0,0,324,what was the man in checkered doing before he started snowboarding,TP,standing,playing with them,open his legs apart,show something to the adult,use towel dry ferret,True,False,True,True,True,True,True
5336,4615227462_9,0,0,0,0,0,0,465,what happens to the water in the toilet bowl after the middle part of the video,TN,flush away,jumped down,stand to one side,floats,jumps,True,False,True,True,True,True,True
5358,7174056178_9,1,1,1,1,1,1,901,how many people are involved in the video,DC,six,two,five,eight,three,True,False,True,True,True,True,True
5366,7473257354_9,4,4,4,4,4,4,918,what is black man in front of the lady doing as the emcee holds the lady,TC,anxious to eat cake,upset,talk to man,reluctant to leave stage,taking photos,True,False,True,True,True,True,True
5369,5925869325_12,0,0,0,0,0,0,1770,how did the man in grey ensure he can see clearly,DO,wear spectacles,binoculars,patting his shoulder,standing,microscope,True,False,True,True,True,True,True
5370,2704088930_2,1,1,1,1,1,1,1144,why did the boy in stripes pick up a shovel from behind before turning around again,CW,to do a stunt again,want to dig the sand,digging,put his legs inside the hole,move the shovel,True,False,True,True,True,True,True
5379,4922092172_2,0,0,0,0,0,0,1440,how did the man in black amplified his voice,CH,microphone,loudspeaker,hand over mouth,walk up and down,trumpet,True,False,True,True,True,True,True
5393,2466853140_9,0,0,0,0,0,0,1224,how did the dog move itself on the land,CH,walked,running around,bite,follow man s hand,roll over,True,False,True,True,True,True,True
5403,3357799819_9,4,4,4,4,4,4,1342,how many people are involved in the video,DC,four,five,six,one,two,True,False,True,True,True,True,True
5421,4178047134_5,4,4,4,4,4,4,641,how did the lady keep the newborn warm,DO,wear thick clothes,wear long sleeves,towel,kiss the baby s head,wrap it with blanket,True,False,True,True,True,True,True
5428,4015487071_1,0,0,0,0,0,0,614,how did the speaker remove the burning fire,CH,use fire extinguisher,using a match,switch off the gas tube,kept adding wood,put blanket over it,True,False,True,True,True,True,True
5431,5728924013_7,1,1,1,1,1,1,2697,how many children appear in the video,DC,seven,two,nine,six,one,True,False,True,True,True,True,True
5446,3459862895_8,4,4,4,4,4,4,1863,what did the man do after the lady took her foot off the train at the start,TN,smile,touch the dog,wait for train to come back,turn behind her,push toy train,True,False,True,True,True,True,True
5480,5818846033_2,0,0,0,0,0,0,1446,why did the baby seat turned backwards at the start of the video,CW,baby moved,he got the pacifier,tipped over by baby,laughing,carried by man,True,False,True,True,True,True,True
5487,9048165540_6,0,0,0,0,0,0,1920,what did the fencer in white do after launching the last attack at the end,TN,move out of fencing area,stay still,go near the dog,run back,happy,True,False,True,True,True,True,True
5494,3426605205_5,4,4,4,4,4,4,1399,how many adults are in the video,DC,eleven,eight,six,three,one,True,False,True,True,True,True,True
5498,4394765300_1,0,0,0,0,0,0,522,how is the baby brushing his teeth,CH,with toothbrush,give pacifier,it is cold,use scoop,by the brush,True,False,True,True,True,True,True
5512,3625960287_5,0,0,0,0,0,0,703,why did the girl in green smile when handling the baby crocodile,CW,happy,filming her,put fish into white bucket,take a picture,take turn to play,True,False,True,True,True,True,True
5519,6097011028_1,0,0,0,0,0,0,1380,how did the lady in flower shirt see her surrounding clearly,DO,wear spectacles,rubs her eyes,wave hand and move body,move away from camera,swing body,True,False,True,True,True,True,True
5521,4979601057_6,0,0,0,0,0,0,1155,where does the boy hanging out,DL,living room,backyard,beach,classroom,on a platform,True,False,True,True,True,True,True
5539,5279956242_4,0,0,0,0,0,0,704,what were the other people doing as the lady in black was walking back and forth in the middle,TC,sitting around table,claps for her,moving to the beat,following the girl,playing with baby,True,False,True,True,True,True,True
5543,6181099606_9,1,1,1,1,1,1,782,where are the woman and the baby hanging out,DL,outdoor,dining table,field,hilltop,snowfield,True,False,True,True,True,True,True
5597,9663613477_10,1,1,1,1,1,1,794,what is the animal shown in the video,DO,birds,dog,squirrel,rabbit,elephants,True,False,True,True,True,True,True
5605,5750524360_0,1,1,1,1,1,1,2184,why did the two ladies look upwards,CW,bird flew over,look for directions,it started raining,it started snowing,meditate,True,False,True,True,True,True,True
5624,10483027904_6,0,0,0,0,0,0,828,what did the baby do after the boy passed the toy to it,TN,take the toy,put into his mouth,kiss baby,excited,shakes the toy,True,False,True,True,True,True,True
5635,8064396272_4,4,4,4,4,4,4,693,why is the dark brown dog licking the brown dog at the end of the video,CW,wanted to lie down,black dog pushed it down,snatching for the ball,grab toy,get its attention,True,False,True,True,True,True,True
5636,13166998645_2,4,4,4,4,4,4,1183,why does the boy touch the green toy after every interval,CW,get the beats,the boy got bored of it,video is funny,take the spoon to his mouth,play with toy,True,False,True,True,True,True,True
5637,4959088086_2,0,0,0,0,0,0,1064,what did the man do when the baby fell,TC,hold her up,turn back,walk backwards,lie down,shake his head,True,False,True,True,True,True,True
