,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
4354,6813372954_6,4,0,4,4,4,2,1412,what did the man in white hang on his shirt,DO,spectacles,gun,necklace,towel,sling bag,False,True,False,False,False,False,False
4355,5279956242_6,3,4,2,3,0,2,704,what does the man in blue jacket hold in his hand as he stood behind the man in white,TC,phone,knife,cigarette,hands in his pockets,bottle,False,True,False,False,False,False,False
4357,5131508387_10,2,3,2,4,1,4,1488,what does the person do after the cat turn walking around near the end,TN,smells car,sniff air,follow cat,shakes the ribbon,puts toy back,False,True,False,False,False,False,False
4358,7564333634_5,1,4,1,2,4,1,510,why are the people bending,CW,avoid hot sun,dancing,cycling,recreational activities,morning exercises,False,True,False,False,False,True,False
4359,13496784364_6,0,3,0,0,0,2,435,how did the cat interacted with the leaves after biting them,CH,move its head,look at the hand,combs the leaves,touch it with paw,with two front paws,False,True,False,False,False,False,False
4367,6299469194_6,0,2,3,3,0,3,704,why does the white dog get up,CW,to sniff,show that they are domesticated,they pushed him away,to play with the dogs,avoid getting surrounded by 3 dogs,False,True,False,False,False,False,False
4372,4880611877_8,0,4,0,0,0,0,2697,how many cats are there,DC,two,five,four,three,one,False,True,False,False,False,False,False
4373,4273509832_8,4,2,4,4,4,1,1337,what is the parrot doing in this video,TC,jumping towards toy,sleeping,eating peas,perform with lady,flying around house,False,True,False,False,False,False,False
4380,3240793832_1,0,2,0,0,0,1,2158,how did the woman show her accfaction to the baby after lying next to the baby,CH,touch baby s nose,hold baby s stomach,kiss baby,push the chair baby is in,kiss its forehead,False,True,False,False,False,False,False
4386,4914358389_0,3,4,2,1,4,3,1348,what did dog do after he looked into the camera at the beginning of the video,TN,climb up the chair,go back,roll over and bark,run away from camera man,fetch item,False,True,False,False,False,True,False
4395,4032595511_9,4,3,4,4,4,0,949,how is the man in white communicating to the rest of the people at the table,CH,writing on paper,by swinging a stick around,with whiteboard,talking and making gestures,whispering,False,True,False,False,False,False,False
4402,3360428599_3,0,2,1,0,0,1,551,why does the leopard jump up and down throughout the whole performance,CW,excited,follow specific trail,try to catch the toy,happy,photo taking,False,True,False,False,False,False,False
4414,5617027305_2,4,1,4,4,4,4,483,why did the man bend forward after he got off the stairs,CW,girl push him,lost his balance,pet dog,bow to audience,pick up his bag,False,True,False,False,False,False,False
4418,4959088086_0,2,1,2,2,4,2,1064,why is the man walking with the baby,CW,looking for traffic,help him walk,look out for baby,avoiding the puddles,posing for the camera,False,True,False,False,False,False,False
4423,3593365697_6,3,0,3,3,0,3,312,how does the bald man behind talk to the person in front of him,CH,hand gesture,swinging his kick,moving his hips,whisper,writes,False,True,False,False,False,True,False
4425,4489511133_3,4,3,4,1,4,4,886,why does the girl nods her head and again starts kissing back in the beginning,CW,guide girl,rejecting a boy,restless,answering someone,enjoying the game,False,True,False,False,False,False,False
4428,5410541521_0,1,4,1,1,0,1,479,what is the skier s position while skiing,TC,leaning on the chair,sitting,lying down,stand and watch,bending down,False,True,False,False,False,False,False
4432,3332953908_3,3,2,4,3,4,4,2160,what did the man playing drum do after he passed the drum to the lady beside him,TN,repeats,laugh and hug hum,leaves,put instrument down,look through the box,False,True,False,False,False,False,False
4435,3495630576_0,1,0,1,1,1,2,396,why is the dog indoors,CW,raining outside,domesticated,comfortable,playing,food dropped on ground,False,True,False,False,False,False,False
4440,3812429626_3,1,0,1,2,4,1,1191,why were the people holding two sticks,CW,maintain balance,playing the drums,playing golf,performance,costume,False,True,False,False,False,False,False
4450,3240793832_2,2,3,0,2,0,0,2158,how did the woman catch the baby s attention when the lady lying next to the baby,CH,move baby s arms and legs,hugs the baby,keep kissing baby,gesturing,put food at girl s mouth,False,True,False,False,False,False,False
4455,5564512279_6,0,1,0,0,0,0,775,what was the man in the middle doing at the start when the other two men were adjusting their bow,TC,he also adjusting his bows,shooting the arrow,carrying the bucket of arrows,wearing his gloves,doing emcee for the shooting event,False,True,False,False,False,False,False
4458,4608963318_7,4,0,4,4,4,4,2250,how did the man in white check the position of the microphone,DO,bending it,wipe with tissue,fix with screwdriver,ask the audience,looking at it,False,True,False,False,False,False,False
4462,8105743251_3,1,3,1,1,4,1,917,how did the brown dog keep the black dog away at the end,CH,throw the foog at the dog,attack the black dog,look at the dog,touch leg and bite,run into it,False,True,False,False,False,False,False
4465,9667167640_1,2,1,2,3,4,3,1305,why did the dog bend his head backwards near the end of the video,CW,pull the fishing rod,watch the man,make himself comfortable,to show the food,pick up ball,False,True,False,False,False,False,False
4474,5372042516_8,0,3,0,0,0,0,843,what did the boy do before the girl blew out the candles,TP,look at cake,blow with him,copy the man,take pictures,happy,False,True,False,False,False,False,False
4477,3747186945_3,2,0,2,2,4,2,1179,why does the girl smile at the end of the video,CW,found something,read something fuuny,happy playing,heard something funny,play with toy,False,True,False,False,False,False,False
4479,5826069843_0,0,2,3,3,0,3,612,what is the boy trying to do with the red boat,DO,changing it for a yellow toy,cleaning it,flip it over,tying it,ripping it,False,True,False,False,False,False,False
4486,8466126930_6,3,0,4,4,0,4,516,how does the man hold the baby,CH,put on his lap,kiss to the baby,tugging baby with his shirt,put baby in a carrier,carry baby,False,True,False,False,False,True,False
4488,4675888059_7,2,1,2,3,4,2,1632,what did the lady in blue do after she put the baby into the car,TN,hug an adult,hold the car wheels,turned to look at her baby,picks up a toy,put her hands up,False,True,False,False,False,False,False
4491,2770243170_1,3,0,3,3,0,3,1162,why does the person in yellow touch the blue objects on the baby walker near the end,CW,play with baby,hit the drum set,place the ball properly,adjust the baby walker,learning to walk,False,True,False,False,False,True,False
4492,2542153546_2,4,0,4,4,4,4,1143,how did the man showed affection to the cat,CH,hold it on shoulder,fed him,sitting next to the cat,hug its paws,played with cat,False,True,False,False,False,False,False
4496,8575896129_1,0,1,3,3,4,0,2056,why does the lady carry the child in this manner at the beginning,CW,prevent him from falling,see face for photo,supporting the baby,safety,singing for baby,False,True,False,False,False,False,False
4499,2868301160_4,4,1,4,4,4,4,378,what does the man in blue suit do after giving the money to the man in black suit,TN,dance,pat his shoulder,jump up,step backwards,clap,False,True,False,False,False,False,False
4501,2836465095_7,4,1,4,4,0,4,1812,why is there blue lights near the stage,DO,focus on performers,decoration,pass it to boy later,cat litter,as a stage effect,False,True,False,False,False,False,False
4503,5279956242_2,0,1,4,3,0,3,704,what did the man in white do as the lady in black walked back near the middle,TC,wave at her,turn back and smile,grab girl s hands to dance,shake her hand,takes a photo,False,True,False,False,False,False,False
4513,5913320110_2,0,1,3,0,1,4,1376,why is one of the person on his knees,CW,play the piano,acting as an animal,fall off the sled,listen to speech,praying,False,True,False,False,False,True,False
4516,6912509583_7,0,1,0,4,0,0,689,what does the man in black do after catching the woman in yellow hat,TN,sing with her,dragged her to the box,pause for a moment,pointed to the camera,readjusts her hat,False,True,False,False,False,False,False
4517,5359417762_7,4,3,2,2,0,0,614,how is the boy positioned,DO,on the chair,on the sofa,on man s arms,on lady arms,on baby chair,False,True,False,False,False,False,False
4523,5918453123_3,4,0,4,4,4,3,1461,why does the boy in black jacket wave his hands at the end of the video,CW,conversing with the camera person,catching fly,scared,show affectionate,greeting small boy,False,True,False,False,False,False,False
4538,2403087559_0,3,0,3,1,4,2,719,why is the lady lying on the floor,CW,waiting for massage,fall down,drawing,playing with baby,push herself down,False,True,False,False,False,False,False
4547,9383140374_5,2,3,2,2,0,0,604,why did the girl jump backwards near the end,CW,scared,dancing,someone came near her,did not get toy,part of performance,False,True,False,False,False,False,False
4549,6546241805_2,4,1,3,3,4,4,570,how did the child support himself while rolling the dough,CH,holding pillow tightly,chair,woman lifting him,gripping onto handle,hold roller,False,True,False,False,False,False,False
4550,6912509583_3,1,4,1,3,1,1,689,why does the woman standing in front of a machine turn her head at the start of the video,CW,lose interest in lady,posing for the camera,engaged in conversation,looking at scenery,distracted by them,False,True,False,False,False,False,False
4551,11342887364_7,4,0,1,4,4,1,318,how did the lady react when the man made mistake again at the end of the video,TC,she slap her forehead,he listen and redo dancing steps,sleepy,do a peace sign,raise his eyebrows,False,True,False,False,False,False,False
4552,6388102299_8,1,2,3,3,4,4,1440,where did the lady put the baby after she carried her up,TN,sink,baby chair,middle of bed,mat on floor,sofa,False,True,False,False,False,False,False
4554,8111513362_7,3,4,3,3,4,3,1114,how did the man support the baby in walking in the water,CH,shake left and right,walk together,put on float,carry in his arms,hold hand,False,True,False,False,False,True,False
4555,4924794333_3,1,2,0,1,0,1,1058,why is the man holding the baby with his both hands,CW,support baby to walk,hold baby hand,prevent falling off,putting to sleep,keep the baby sleeping,False,True,False,False,False,False,False
4560,11155395153_5,0,4,3,0,4,3,346,what does the man do after the baby rolled to the side at the end,TN,lean forward,look up smile and move hand,cycle towards left,roll around,moved his hands away,False,True,False,False,False,True,False
4567,6246539463_5,3,0,3,3,0,3,426,what does the bird resting on the right do after the flying bird approaches in the middle,TN,kicks the other bird out,stood up straight,move towards fence,flies away,happy,False,True,False,False,False,True,False
4572,4976487220_1,2,4,3,2,4,2,2643,why are the people sitting down,CW,learning guitar,cheering for performance,eating a meal,listening to blonde woman,watching television,False,True,False,False,False,True,False
4579,4935001480_3,2,3,2,2,1,2,2697,why is the peacock walking slowly,CW,scared of the dog infront of it,prevent falling off,cautious for predators,carefully look for food,prevent from being attacked by people,False,True,False,False,False,False,False
4581,6176571322_1,0,3,0,1,0,0,384,why do the girls bow down at the beginning of the video,CW,start the performance,finish presentation,apologising,end of performance,listening and showing agreement,False,True,False,False,False,False,False
4592,5410541521_2,3,1,3,3,1,3,479,what does the skier do after swerving at the beginning,TN,dance,pull arms in tightly,run away from camera,go other direction,wear hat,False,True,False,False,False,True,False
4594,6271388004_5,0,1,0,0,0,0,1400,how does the standing leopard play with the other lying leopards,CH,using their trunks,stands on lying leopard,put food in hands,hold white cat with the paws,jump down the stage,False,True,False,False,False,False,False
4598,2855649995_4,3,4,1,1,4,1,812,why does the girl look unhappy with the lemon,CW,ensure she do nt fall,not liking the lemon,serving customers,lemon fall,can not get juice,False,True,False,False,False,True,False
4602,4830393131_4,1,0,1,4,4,1,952,why did the boy wear shoes while walking on the grass,CW,easy for boy to fall,soft ground,look for him,obstacle course,the floor has holes,False,True,False,False,False,False,False
4604,3060640279_0,1,2,3,3,4,3,790,why is the kid keeping his finger near the mouth in the begining,CW,to touch the camera,gesture,suck them,teething,sing,False,True,False,False,False,False,False
4606,4123808525_6,4,0,4,4,4,2,570,why does the man raise his hand above the hand at the start,CW,cut hair,end his demonstration,to take picture,make it more fun,hand gesture while talking,False,True,False,False,False,False,False
4608,4959088086_4,2,1,2,2,0,2,1064,what did the baby do after she rolled the roller on the toy,TN,climb down,push the toy along,play with it,cries a little,bites it,False,True,False,False,False,False,False
4614,5624778109_5,2,3,2,2,4,2,612,how did the man show affection to the dog,CH,running around,tie collar around his dog s neck,caress it,holds the dog,make dog jump,False,True,False,False,False,False,False
4616,8507883824_4,2,0,4,4,4,2,1517,why is the man holding the steering wheel of the toy car at the end of the video,CW,continue to steer,pretend to pump the tire,to move it around,counting,turning the truck,False,True,False,False,False,False,False
4620,4891298747_9,3,4,2,2,0,2,2269,what did the boy do after moving away from his original position,TN,perform stunt again,wave at girl,stop playing with balloon,pace around,lean in to watch,False,True,False,False,False,False,False
4622,5999090287_1,2,3,2,2,4,2,1099,how did the ladies feel when they first saw the little girl dance,TC,angsty,bored,nervous,adorable,not interested,False,True,False,False,False,False,False
4625,4555151860_8,2,0,2,2,4,2,1423,how does the man in white react when the kid leans towards the cake,TC,pat his shoulders excitedly,plays the guitar,clap hands,touch their chests,turn to woman,False,True,False,False,False,False,False
4633,2669597217_6,1,0,1,1,4,1,349,what does the guy in red do after stroking the top of the shark s head for a while in the middle,TN,stretch it out for photo,stroke the shark,frowns,climb back onto the boat,lie on their back and float,False,True,False,False,False,False,False
4642,3308258691_1,0,2,0,0,0,0,469,why is the opject surrounded with stanchions,CW,so that other instruments can be attached,to ward off animals,prohibit public from playing,to make the piano waterproof,guide the entrance,False,True,False,False,False,False,False
4645,2589833495_9,3,1,3,3,1,3,2697,how many performers are involved in the video,DC,six,one,three,two,seven,False,True,False,False,False,True,False
4646,9405704144_7,4,2,4,4,4,3,695,how does the baby position his head as he bounces,TC,swing it around,fall down,looking on the ground,play with green toy,relaxing,False,True,False,False,False,False,False
4650,8064396272_0,2,1,2,2,4,4,693,why is the dark brown dog lying on the ground barking at the brown dog at the start of the video,CW,to pass to white dog,get its attention,scratching his back,snatched the bone,distracted,False,True,False,False,False,False,False
4664,6781937922_7,1,0,4,4,1,4,543,what is the man trying to do in this video,DO,locate their destination,feed food,get across the dirt,swimming,talking to someone,False,True,False,False,False,False,False
4668,2562087639_3,0,1,4,4,0,0,580,what does the man do after letting go of his hand from the lady s waist at the start,TN,lift it up,turn his body,starts speaking,moved his head too,put hand on his heart,False,True,False,False,False,False,False
4669,6339181867_0,3,0,3,4,4,4,1843,why is the kid attracted towards the toys over her,CW,dangling above her,want to eat it,toys are shiny,the kid cannot reach toys,played with them previously,False,True,False,False,False,False,False
4671,8759410624_2,1,0,1,1,4,1,450,why did the lady blew the candles on the cake,CW,celebrate her birthday,birthday candle,eat it,check the drink,making a wish,False,True,False,False,False,False,False
4673,4152556613_10,4,3,4,4,4,0,1890,what is another white dog on the white cushion doing while the white and black dogs are bitting the slipper,TC,jump on cushions,lick its paws,cooling itself with fans,bite black toy,bark beside,False,True,False,False,False,False,False
4676,5441902119_0,2,4,1,1,1,1,823,what are the boys wearing on their heads when playing,TC,beanies,headbands,animal headbands,santa hats,caps,False,True,False,False,False,False,False
4678,8724958702_1,0,3,4,0,0,2,2345,what does the do after taking her hands off her ears,TN,raise her hand,amused,walked to camera,turn behind and play with meters,touch her own face,False,True,False,False,False,False,False
4679,7276759062_5,4,3,4,4,4,4,477,how does the person hold the cup for the dog,CH,caress it,hold mouth of cup,holds the dog,hold bottom of cup,hold cup by handle,False,True,False,False,False,False,False
4682,8900428927_3,1,0,1,3,4,3,308,why does the elephant move its nose,CW,massage the boy,eating,separate from humans,act cool,rest,False,True,False,False,False,False,False
4685,2662773013_0,4,0,4,4,0,4,975,why is the woman wearing sunglasses,CW,sunny,accessories,record for memory,cycling,protect eyes from glare,False,True,False,False,False,True,False
4693,4823383982_6,0,3,1,0,0,4,1743,how many people are on the sofa on the left,DC,two,three,four,one,five,False,True,False,False,False,False,False
4696,4032969415_1,3,0,3,2,2,3,2697,why are the four men wearing sunglasses,CW,performers uniform,practice shooting,practising fight,goes well with attire,fencing outfit,False,True,False,False,False,False,False
4699,3988313151_3,0,2,0,4,0,4,580,why does the boy blow the candle on the cake,CW,light the middle candle,reach out for the toy,celebrate,celebrate her birthday,adjst the cake,False,True,False,False,False,False,False
4701,6608631231_5,4,1,4,4,1,4,2697,why did the person put the cover on the plate,CW,for the cat to eat,braise food,making music,prevent table from dirty,cover the food,False,True,False,False,False,True,False
4707,4397841774_5,2,1,0,0,1,0,400,how does the boy get down the path,CH,roll,on a lid,running,dad push toy train,cycle,False,True,False,False,False,True,False
4708,6041516235_3,3,2,3,3,0,3,606,why do the children bend forward and backward,CW,play with the toy,trying to pick rubbish from floor,rocking,touch the ground for fun,dance movement,False,True,False,False,False,False,False
4710,2667165452_9,4,2,4,4,4,4,900,how do we know the woman in black is posing,CH,she is stationary,bend down,making different faces,nodding her head,waving to the camera,False,True,False,False,False,False,False
4711,5772591393_0,1,4,1,1,4,1,920,how many dogs are there,DC,nine,two,one,four,three,False,True,False,False,False,True,False
4714,8283116453_3,3,1,3,3,4,3,1116,How do the two people play their instruments,CW,press the keys,blow,pat with hands,strum the string,tap their feet,False,True,False,False,False,False,False
4715,6181099606_1,4,1,4,4,1,2,782,why does the woman touch the baby at the start of the video,CW,put on bib,adjusting her hair,prevent baby from falling,hugging her,to feed her,False,True,False,False,False,True,False
4733,6310337188_7,1,0,3,3,4,3,2160,what does the man do to the baby s feet,DO,kiss,hit,bite,lick,wipe,False,True,False,False,False,False,False
4735,5188348585_3,3,0,3,3,0,3,1453,how did the person pour a cup without lifting the bottle,CH,lean the wine bottle,with spoon,straw,bottle opener,using the fork,False,True,False,False,False,True,False
4737,6310337188_9,1,4,1,1,4,1,2160,why does the man remove one of his hand away from the baby at the end,CW,throw something,stop playing,dance move,go back to the shore,to wipe his eyes,False,True,False,False,False,True,False
4738,8568772570_2,1,4,1,1,0,1,651,what did the lady with green headband do before she released the catapult,TP,play with it,pull,stand up,adjust the paper,squat down,False,True,False,False,False,False,False
4740,2400084970_9,4,3,4,2,0,4,635,what was the lady in purple doing as the lady in green was laughing in the middle,TC,writing,run to bench on the right,no using phone,put hand on mouth,performing,False,True,False,False,False,False,False
4744,3751105478_6,4,3,2,2,0,2,300,where is this happening,DL,forest,stage,play an,morning,room,False,True,False,False,False,False,False
4753,7916860778_3,1,0,3,3,0,3,418,why did the white hair man bend down after walking to the girl,CW,carry her up,to talk to her,playing prank,pick something for the girl,stop girl from crying,False,True,False,False,False,True,False
4756,3524009829_6,4,0,4,4,4,4,1198,what do the people do after hugging one another at the beginning,TN,walk away,take out a doll,moves his head,moves it further,hold hand and talk,False,True,False,False,False,False,False
4757,5441902119_4,4,2,4,4,1,4,823,why did the older boy take away the younger boy s cap,CW,pose and interact in the video,dance performance,playing around,throw to bin,pass to the adult,False,True,False,False,False,False,False
4758,10437686463_7,2,0,2,1,1,1,587,what did the girl in white do after she finished talking,TN,lie on sofa,nod,smile at camera,turn back to window,forward,False,True,False,False,False,False,False
4766,5880312109_4,2,0,1,3,1,1,902,why does the kid starts running in the opposite after spinning,CW,dizzy,want to do something else instead,move to next base,bored of playing,to take his toy,False,True,False,False,False,False,False
4767,3512311005_8,3,1,3,3,4,3,2697,how is the man in white playing his instrument,CH,stand up,pull the string,blow it,pulling the side and playing keyboard,hold it and demonstrate,False,True,False,False,False,False,False
4768,2621535368_7,3,2,3,3,4,3,963,what did the man do after the baby started to cry at the middle of the video,TN,touch the vacumm clearner,carry baby and chase dog,give her the toy back,kiss baby,he listen and redo dancing steps,False,True,False,False,False,False,False
4771,3842638015_4,3,4,3,3,4,3,1828,how is the baby feeling as the person flips his bib at the start of the video,TC,embarrassed,happy to see the baby walking,calmer and happier,happy,happy,False,True,False,False,False,True,False
4774,4768807796_5,0,2,0,0,0,0,1020,how does the girl in white play with the black button at the beginning,CH,press it,punch it,twist it around,pull it,wrap ribbon around it,False,True,False,False,False,False,False
4775,10640925015_1,2,4,2,2,1,2,435,what is the relationship between the boy wearing white shirt and girl,DO,doctor patient,son and father,parent offspring,traintrainee,friends,False,True,False,False,False,False,False
4793,6608631231_7,3,2,3,3,4,3,2697,why does the person move the alcohol bottle to another table,CW,for woman to drink,to splash on pan,safety,for another chef to use,so man can reach better,False,True,False,False,False,False,False
4794,3606510307_7,4,2,4,4,4,4,869,what did the woman in white do as the man in red was opening the toilet door,TC,open the drawer,look at it,waving her hand,walks away,adjust something,False,True,False,False,False,False,False
4802,3122394310_3,0,4,0,0,0,0,1512,why is the man in black smiling at the end of the video,CW,happy to take photo,gesturing,having a conversation,watch the man untie the toy,enjoy dancing,False,True,False,False,False,False,False
4803,4576992325_5,1,2,1,1,4,4,792,what did the boy do as he walked after he stood up,TN,scratch his legs,look around,touch his shoulders,adjust his hair,remove his goggles,False,True,False,False,False,False,False
4828,7913968862_5,3,0,3,3,0,1,424,what did the lady in white do after she squat,TN,stand up,riding scooter,look to the left,walk to the girl in white,kneel down,False,True,False,False,False,True,False
4838,3529392983_0,2,0,2,2,0,2,1201,why is the child moving vigorously on the toy,CW,he s moving his feet,adult pushes the toy,toy is spinning,earthquake,strong wind,False,True,False,False,False,True,False
4840,6776284781_9,1,2,3,1,0,1,2396,how did the lady helped the boy to stand up in the middle of the video,CH,bounces him up and down,lift him up with rope,pull his hand up,push his back,run towards the toy,False,True,False,False,False,False,False
4843,8022216602_4,2,4,0,2,1,2,409,what does the boy stand on as he danced,TC,pillow,oars,mat,tissues,bed,False,True,False,False,False,False,False
4847,7975528915_10,1,3,1,1,4,2,2430,how many people are trying to get up the slope at the start,DC,five,three,one,four,eight,False,True,False,False,False,False,False
4848,3584252430_6,4,1,3,3,4,3,345,what did the man do to his ankle after he bends down,TN,move pebbles,rotate them,start dancing,kick,bend his body,False,True,False,False,False,False,False
4849,6313200205_1,4,3,4,4,4,4,342,why do the people continue walk casually as if nothing happened after the transaction,CW,busy with ownself,do not want shoe to get wet,looking at the structure around,acting professionally,could not see,False,True,False,False,False,False,False
4850,4578959773_7,4,2,4,4,4,3,2697,how does the man in blue cape react when the lady in pink appear,TC,help boy in grey move,sitting,pick up his basket,shocked,calmly,False,True,False,False,False,False,False
4859,6160350737_0,4,0,3,4,1,4,1140,why does the man playing the bass stop playing for some points in the video,CW,adjust his fingers,nodding to the beat,look at baby,taking a break,not his turn to play,False,True,False,False,False,False,False
4862,12299711406_8,0,1,0,0,0,0,938,what does the lady do as the boy is attempting to take his hand out of the bottle at the end,TC,hold the bottle opener,put cup aside,offer a handshake with other woman,grab bottle,look at lady,False,True,False,False,False,False,False
4869,3081360150_0,0,2,4,4,0,0,1780,why did the human touch the snake,CW,shift snake to another place,check his scales,catching it,wants to wash the snake,feed the snake,False,True,False,False,False,False,False
4871,3769768941_4,0,1,4,4,0,4,666,what did the brown dog do after catching the ball the second time,TN,look in the direction of ball,bring it back,touch brown dog s paw,raise up a blue object,run back,False,True,False,False,False,False,False
4874,6689569583_4,3,4,0,0,4,0,366,what did the baby do after looking at the camera at the start,TN,turn back to the toy,jump up and down,stretch out his hand,look at woman,walks forward,False,True,False,False,False,True,False
4875,8501394817_0,0,2,0,0,0,3,308,how did the boy get the ball inside the hoop,CH,kick,climb up stairs,run to throw,with his mitten,up and down,False,True,False,False,False,False,False
4882,3889087646_6,0,3,0,0,0,0,744,what did the man do after he blew the candles,TN,look at cake,clap,run away,shake his fist,return to his seats,False,True,False,False,False,False,False
4888,12011352464_6,3,4,3,3,4,3,1082,why did the boy moved his toy to his mouth in the middle of the video,CW,tired,talking,look at something,excited,acts to sing,False,True,False,False,False,True,False
4901,8632946304_9,3,1,3,3,4,3,973,how many people were in the video,DC,one,three,four,two,nine,False,True,False,False,False,False,False
4905,3473395949_8,1,2,0,0,0,1,842,how did the train know which direction to head to,CH,wait for train to come back,train track,operated by conductors,man pushing,pushed by dog,False,True,False,False,False,False,False
4906,5297426137_7,0,4,0,2,0,2,1227,why did the boy move his hands towards his face,CW,playing it,cleaning his face,pulling his ears,make the baby calm,biting something,False,True,False,False,False,False,False
4913,8617546237_3,4,3,2,4,4,4,679,why did the lady wearing rainbow move her hands when the singing started,CW,keep her engaged,to play with it,striking a pose,swinging to the music,express herself,False,True,False,False,False,False,False
4917,8568772570_3,2,4,2,2,4,2,651,what did the man and the lady in the bikini do after the lady with green headband release the catapult,TN,behind her back,feels its leg,stand on the plank,stretch out hand,searching for something,False,True,False,False,False,True,False
4919,3459862895_7,0,3,2,0,4,0,1863,what did the lady do when the train stopped at the end,TC,grab the handle,adjust the stool,play with baby,kiss boy,take the music script,False,True,False,False,False,False,False
4921,4242382178_1,2,1,2,2,1,0,1176,why does the girl in black top nods her head near the beginning,CW,posing,following rhythm,show agreement,watch,type on laptop,False,True,False,False,False,True,False
4922,6577341237_2,4,2,1,4,4,4,1016,where did the girl put her hands when she is not pressing the tablet at the end of the video,TC,bring the microphone away,table,on her face,on her thighs,on her laptop,False,True,False,False,False,False,False
4924,5475182274_7,0,3,0,1,0,1,1786,how is the man positioned beside the girl,TC,on top of her,sitting straight,crouching,lying down,putting hand above girl,False,True,False,False,False,False,False
4925,5999090287_2,1,3,1,1,1,1,1099,why did the lady in green raise her elbow high in the middle of dancing,CW,having fun,dance move,show happiness,drink from cup,take out jacket,False,True,False,False,False,False,False
4929,3740849151_9,2,1,4,2,1,4,643,where are the lady and the baby playing,DL,water,on the floor,sofa,park near monument,dining table,False,True,False,False,False,True,False
4932,6764483319_5,4,0,3,3,0,3,365,how did the lady comfort the man after listening to him speak,CH,rub the man s back,lie on pillow,looking at the man throughout,kiss the man,pat the man s head,False,True,False,False,False,True,False
4935,3141642801_4,4,3,1,1,1,1,571,what activity are the people doing,TC,bungee jump,playing at arcade,cooking,snowboarding,rock climbing,False,True,False,False,False,False,False
4936,2466853140_3,0,2,3,0,0,0,1224,what did the dog without the vest do after being in the water for a while,TN,shake off water,happy,tired,wag its tail,go to lady,False,True,False,False,False,False,False
4937,4787311381_3,0,4,0,0,0,0,1693,why did the cats start to gather at the door of the refrigerator when the person walks towards it,CW,curious and want to play,gets surprised by water flow,distracted,playing,wants food,False,True,False,False,False,False,False
4940,11576401024_2,1,2,1,1,1,1,1051,what does the boy do after turning around near the end,TN,lie on the boy,walks away,blow to the people sitting around him,cooking,cycle towards the slope,False,True,False,False,False,False,False
4941,6279934011_2,2,4,2,2,0,2,1817,why is the girl holding a cat sticker in her hands till the near end,CW,to paste,play fighting,to keep,throw away,hiding the animal for guessing,False,True,False,False,False,False,False
4944,4754644196_1,4,1,4,4,4,4,405,why is there a blue bucket beside the person in black in the middle of the video,CW,wants to collect seashells,collect fish,building sandcastle,placed down by woman,rubbish bin,False,True,False,False,False,False,False
4949,9720764244_6,2,0,4,2,4,2,595,what did the lady do after shaking the boy s hand,TN,offer a handshake with other woman,put baby back down,carry boy,takes a toy,clasp ball together,False,True,False,False,False,False,False
4953,2777021212_3,3,1,3,3,4,3,748,what did the man do after shooting a few times,CW,call friends,pause and look up,pose for the video,move closer to target,adjust his shoes,False,True,False,False,False,False,False
4956,8392813576_6,0,1,0,0,0,0,300,how does the child stay stable on the sleigh without fall down,CH,seat belt,sit between adults,moving fast with board,hug tree,kept in feeding chair,False,True,False,False,False,False,False
4957,6462583199_2,1,0,1,1,4,1,2160,why is the lady in flower dress using different hand gestures to explain,CW,better convey message across,sign language,part of the performance,is pointing to screen,arms feel tired,False,True,False,False,False,False,False
4964,6516498145_2,2,4,2,2,1,2,599,what did the girl do when the lady stretched her hand out to her at the end,TC,pick up shoe,walks to the boy,said something,talk to the girl,hi-five,False,True,False,False,False,False,False
4965,2623617367_0,3,1,3,3,4,2,858,why is the guy standing so still and looking at the object in front of him,CW,to show to people,learn controlling mini helicopter,direct attention,check the camera,snow hard to move,False,True,False,False,False,False,False
4967,5524185835_9,0,2,0,0,0,0,797,how many people were on stage,DC,two,seven,nine,six,one,False,True,False,False,False,False,False
4969,6313200205_4,1,0,1,1,0,4,342,what does the man in black pants do after taking the suitcase in the middle,TN,walks away,open suitcase,move his hand to grab the drink,carry cake,points at tower,False,True,False,False,False,True,False
4972,6339181867_5,4,1,4,4,0,4,1843,how are the toys in front of the baby moving,CH,left to right,move in circle,erratically,roughly,move around the baby,False,True,False,False,False,False,False
4976,3217049754_3,4,1,4,4,1,4,1251,what did the baby do after he smiled,TN,turns it more,yawns,pushes it away,laugh and grab toy,look down,False,True,False,False,False,True,False
4977,3594312388_2,1,4,1,1,4,1,349,why does the person put his hand on the kitten,CW,play fighting,lick it,to move away,playing,it is small,False,True,False,False,False,True,False
4987,5194023015_0,2,0,4,4,1,2,1125,why does the woman under the blue light put her microphone down at the start of the video,CW,not her turn,go somewhere,wave at audience,ask for help,dancing,False,True,False,False,False,False,False
4988,4811179274_1,4,0,3,4,1,3,1251,how did the kite fly,CH,by lady in black,by girl in red,by man in white,by boy in yellow,by old man in blue,False,True,False,False,False,False,False
4990,10483027904_8,3,1,3,3,1,3,828,why did the boy share the toy,CW,fall and pounce on the boy,finished playing,take out leaves,wants the toy,wipe his face,False,True,False,False,False,True,False
