video_id,video_path,caption,result1,action_caption
2700856270,/mnt/adithya/test/2700856270.mp4,a baby girl is sitting on the floor and then a man is sitting down and a man,clapping,clapping. a baby girl is sitting on the floor and then a man is sitting down and a man
5706585620,/mnt/adithya/test/5706585620.mp4,a group of people are riding horses through a shallow stream.,riding or walking with horse,riding or walking with horse. a group of people are riding horses through a shallow stream.
4978371835,/mnt/adithya/test/4978371835.mp4,a baby is being pushed in a swing and is being pushed by a man.,swinging legs,swinging legs. a baby is being pushed in a swing and is being pushed by a man.
9094000959,/mnt/adithya/test/9094000959.mp4,a little girl is sitting on a bed playing with a remote control.,opening present,opening present. a little girl is sitting on a bed playing with a remote control.
9405704144,/mnt/adithya/test/9405704144.mp4,a baby is swinging on a swing and shaking his head.,carrying baby,carrying baby. a baby is swinging on a swing and shaking his head.
6129191741,/mnt/adithya/test/6129191741.mp4,a group of people are walking around in a city.,smoking,smoking. a group of people are walking around in a city.
5221530771,/mnt/adithya/test/5221530771.mp4,a woman and a man are playing music on stage.,playing clarinet,playing clarinet. a woman and a man are playing music on stage.
4170300998,/mnt/adithya/test/4170300998.mp4,a man is pulling a sled with a dog and a dog is running around him.,sled dog racing,sled dog racing. a man is pulling a sled with a dog and a dog is running around him.
3969677780,/mnt/adithya/test/3969677780.mp4,a group of people are in a room singing and dancing to music.,answering questions,answering questions. a group of people are in a room singing and dancing to music.
3222849599,/mnt/adithya/test/3222849599.mp4,a little girl is sitting in a toy and shaking her head back and forth.,sneezing,sneezing. a little girl is sitting in a toy and shaking her head back and forth.
5445670939,/mnt/adithya/test/5445670939.mp4,a woman is playing with a little girl and the child is laughing.,opening present,opening present. a woman is playing with a little girl and the child is laughing.
5736690354,/mnt/adithya/test/5736690354.mp4,a man is riding a horse around a dirt field.,riding mule,riding mule. a man is riding a horse around a dirt field.
5564473671,/mnt/adithya/test/5564473671.mp4,a group of people are shooting arrows at each other in a field.,slacklining,slacklining. a group of people are shooting arrows at each other in a field.
7473257354,/mnt/adithya/test/7473257354.mp4,a man and a woman are singing a song in front of a large crowd.,blowing out candles,blowing out candles. a man and a woman are singing a song in front of a large crowd.
5708642873,/mnt/adithya/test/5708642873.mp4,a woman is dancing in front of a group of people.,drinking beer,drinking beer. a woman is dancing in front of a group of people.
3759139293,/mnt/adithya/test/3759139293.mp4,a baby is sitting in a high chair and is being fed by a woman.,sticking tongue out,sticking tongue out. a baby is sitting in a high chair and is being fed by a woman.
4903593284,/mnt/adithya/test/4903593284.mp4,a group of children are on a stage and they are taking turns talking.,giving or receiving award,giving or receiving award. a group of children are on a stage and they are taking turns talking.
5750350083,/mnt/adithya/test/5750350083.mp4,a man and a baby are playing with a toy and the baby is making a toy.,opening present,opening present. a man and a baby are playing with a toy and the baby is making a toy.
7676472410,/mnt/adithya/test/7676472410.mp4,a woman is sitting at a piano and playing a song on a large organ.,playing clarinet,playing clarinet. a woman is sitting at a piano and playing a song on a large organ.
4930378590,/mnt/adithya/test/4930378590.mp4,a band is playing on stage and the audience is playing the guitar and singing.,playing drums,playing drums. a band is playing on stage and the audience is playing the guitar and singing.
2623617367,/mnt/adithya/test/2623617367.mp4,a man is throwing a dart at a target in a backyard.,mowing lawn,mowing lawn. a man is throwing a dart at a target in a backyard.
3459862895,/mnt/adithya/test/3459862895.mp4,a man and a little boy are playing with a toy train set.,playing xylophone,playing xylophone. a man and a little boy are playing with a toy train set.
2811954360,/mnt/adithya/test/2811954360.mp4,two women sit on a couch and talk about a gift.,waxing legs,waxing legs. two women sit on a couch and talk about a gift.
2906386126,/mnt/adithya/test/2906386126.mp4,a group of men are singing and dancing while one of them is singing.,singing,singing. a group of men are singing and dancing while one of them is singing.
5359417762,/mnt/adithya/test/5359417762.mp4,a group of people are celebrating a birthday party and a boy blows out the candles on a,celebrating,celebrating. a group of people are celebrating a birthday party and a boy blows out the candles on a
9938542916,/mnt/adithya/test/9938542916.mp4,a woman is playing with a baby while the baby is playing with a harmonica.,blowing out candles,blowing out candles. a woman is playing with a baby while the baby is playing with a harmonica.
5552394033,/mnt/adithya/test/5552394033.mp4,a man is running and catching a ball and running.,passing American football (in game),passing American football (in game). a man is running and catching a ball and running.
4766274786,/mnt/adithya/test/4766274786.mp4,a baby girl is sitting on the floor and playing with a balloon and a woman is trying,crawling baby,crawling baby. a baby girl is sitting on the floor and playing with a balloon and a woman is trying
3896532533,/mnt/adithya/test/3896532533.mp4,a baby is sitting in a stroller and laughing while someone is talking to them.,laughing,laughing. a baby is sitting in a stroller and laughing while someone is talking to them.
4873868719,/mnt/adithya/test/4873868719.mp4,a boy is swinging on a rope and a dog is running in the background.,climbing a rope,climbing a rope. a boy is swinging on a rope and a dog is running in the background.
8491542201,/mnt/adithya/test/8491542201.mp4,a dog runs on a leash and a person runs towards the camera.,training dog,training dog. a dog runs on a leash and a person runs towards the camera.
4440840337,/mnt/adithya/test/4440840337.mp4,two men are sitting in a chair and talking to each other.,pumping fist,pumping fist. two men are sitting in a chair and talking to each other.
3216757365,/mnt/adithya/test/3216757365.mp4,a cat is walking around in the snow and a person is walking around.,biking through snow,biking through snow. a cat is walking around in the snow and a person is walking around.
3261112327,/mnt/adithya/test/3261112327.mp4,a chicken is running around in the woods and then a man is talking to him.,cooking on campfire,cooking on campfire. a chicken is running around in the woods and then a man is talking to him.
2770243170,/mnt/adithya/test/2770243170.mp4,a baby is sitting in a baby walker and is being pushed by a woman.,laughing,laughing. a baby is sitting in a baby walker and is being pushed by a woman.
9935699345,/mnt/adithya/test/9935699345.mp4,a woman is swinging on a trapeze and then she falls off.,somersaulting,somersaulting. a woman is swinging on a trapeze and then she falls off.
3065858527,/mnt/adithya/test/3065858527.mp4,a man is talking about his dog and then a dog is shown running and jumping around.,grooming dog,grooming dog. a man is talking about his dog and then a dog is shown running and jumping around.
6813372954,/mnt/adithya/test/6813372954.mp4,a group of people are walking through a forest and one of them is holding a ball.,bee keeping,bee keeping. a group of people are walking through a forest and one of them is holding a ball.
5478970215,/mnt/adithya/test/5478970215.mp4,a woman is walking on a bridge and then a woman is walking on the train.,jogging,jogging. a woman is walking on a bridge and then a woman is walking on the train.
3632915314,/mnt/adithya/test/3632915314.mp4,a man is driving a car down a dirt road.,planting trees,planting trees. a man is driving a car down a dirt road.
6468507251,/mnt/adithya/test/6468507251.mp4,a woman and a boy are sitting on a couch and the boy is talking.,sticking tongue out,sticking tongue out. a woman and a boy are sitting on a couch and the boy is talking.
11558755515,/mnt/adithya/test/11558755515.mp4,a baby is sitting on a chair and a dog is sitting on a table.,shaking head,shaking head. a baby is sitting on a chair and a dog is sitting on a table.
4213031701,/mnt/adithya/test/4213031701.mp4,a baby is sitting on a woman's lap and playing a keyboard.,playing organ,playing organ. a baby is sitting on a woman's lap and playing a keyboard.
9221389917,/mnt/adithya/test/9221389917.mp4,a little girl is sitting in a stroller and a little girl is pushing it.,swinging on something,swinging on something. a little girl is sitting in a stroller and a little girl is pushing it.
5419971337,/mnt/adithya/test/5419971337.mp4,a boy is playing with a toy train set on the floor.,playing monopoly,playing monopoly. a boy is playing with a toy train set on the floor.
13179487404,/mnt/adithya/test/13179487404.mp4,a boy is riding a bike with a toy bike and he falls off.,riding scooter,riding scooter. a boy is riding a bike with a toy bike and he falls off.
2962278896,/mnt/adithya/test/2962278896.mp4,a baby is playing with a baby in the bathtub.,washing hair,washing hair. a baby is playing with a baby in the bathtub.
11155395153,/mnt/adithya/test/11155395153.mp4,a baby is laying on the floor and playing with a rattle and laughing.,situp,situp. a baby is laying on the floor and playing with a rattle and laughing.
8906111356,/mnt/adithya/test/8906111356.mp4,a bear is hanging on a tree and a woman is talking to her.,shearing sheep,shearing sheep. a bear is hanging on a tree and a woman is talking to her.
6026054776,/mnt/adithya/test/6026054776.mp4,a group of children are singing and dancing to music.,playing recorder,playing recorder. a group of children are singing and dancing to music.
3653430541,/mnt/adithya/test/3653430541.mp4,a group of people are riding their bikes through a forest.,planting trees,planting trees. a group of people are riding their bikes through a forest.
6608631231,/mnt/adithya/test/6608631231.mp4,a person is cooking some food in a pan on a table.,flipping pancake,flipping pancake. a person is cooking some food in a pan on a table.
9402994355,/mnt/adithya/test/9402994355.mp4,a baby is laying on the floor playing with a toy and then he falls over.,laughing,laughing. a baby is laying on the floor playing with a toy and then he falls over.
3006009155,/mnt/adithya/test/3006009155.mp4,a group of small children are playing in the grass.,catching or throwing baseball,catching or throwing baseball. a group of small children are playing in the grass.
2996876993,/mnt/adithya/test/2996876993.mp4,a baby is sitting on a woman's lap and is clapping.,eating ice cream,eating ice cream. a baby is sitting on a woman's lap and is clapping.
4650731570,/mnt/adithya/test/4650731570.mp4,a baby is sitting in a baby swing and a dog is playing with him.,laughing,laughing. a baby is sitting in a baby swing and a dog is playing with him.
4181802718,/mnt/adithya/test/4181802718.mp4,a group of women are walking around a room and one woman is talking.,carrying baby,carrying baby. a group of women are walking around a room and one woman is talking.
6246539463,/mnt/adithya/test/6246539463.mp4,a bird is eating from a tree and a person is holding a cup of food.,bee keeping,bee keeping. a bird is eating from a tree and a person is holding a cup of food.
6042037966,/mnt/adithya/test/6042037966.mp4,a group of people are playing instruments and singing while a band plays a violin.,playing trombone,playing trombone. a group of people are playing instruments and singing while a band plays a violin.
6243919243,/mnt/adithya/test/6243919243.mp4,a person is driving a motorcycle down a busy street.,motorcycling,motorcycling. a person is driving a motorcycle down a busy street.
5093765132,/mnt/adithya/test/5093765132.mp4,a little boy is walking around a room and playing with a toy train.,catching or throwing baseball,catching or throwing baseball. a little boy is walking around a room and playing with a toy train.
9320572138,/mnt/adithya/test/9320572138.mp4,a group of kids are playing in the yard and throwing water balloons at each other.,drop kicking,drop kicking. a group of kids are playing in the yard and throwing water balloons at each other.
5493350492,/mnt/adithya/test/5493350492.mp4,a man and a little boy are doing push ups on the floor.,situp,situp. a man and a little boy are doing push ups on the floor.
5799371453,/mnt/adithya/test/5799371453.mp4,a cat is being played by a person and the cat is walking around.,petting animal (not cat),petting animal (not cat). a cat is being played by a person and the cat is walking around.
3434653211,/mnt/adithya/test/3434653211.mp4,a young boy is walking through a door and then he opens the door.,shooting basketball,shooting basketball. a young boy is walking through a door and then he opens the door.
3685025683,/mnt/adithya/test/3685025683.mp4,a man is singing and playing the guitar while another man is singing.,playing bass guitar,playing bass guitar. a man is singing and playing the guitar while another man is singing.
6859440284,/mnt/adithya/test/6859440284.mp4,a little girl is walking around a room with a dog and a dog is walking around.,walking the dog,walking the dog. a little girl is walking around a room with a dog and a dog is walking around.
2851079460,/mnt/adithya/test/2851079460.mp4,a little boy is sitting in a chair and another little girl is laughing.,opening present,opening present. a little boy is sitting in a chair and another little girl is laughing.
3416303524,/mnt/adithya/test/3416303524.mp4,a person is feeding a bird from a deck of water.,petting animal (not cat),petting animal (not cat). a person is feeding a bird from a deck of water.
10209170426,/mnt/adithya/test/10209170426.mp4,a man and a young boy are playing maracas together.,reading book,reading book. a man and a young boy are playing maracas together.
3377611214,/mnt/adithya/test/3377611214.mp4,a baby is laying on a couch and laughing and waving his arms.,shaking head,shaking head. a baby is laying on a couch and laughing and waving his arms.
7174056178,/mnt/adithya/test/7174056178.mp4,a little girl is sitting on a couch and looking at a phone while a man is talking,texting,texting. a little girl is sitting on a couch and looking at a phone while a man is talking
10682218035,/mnt/adithya/test/10682218035.mp4,a dog is cooking on a stove and a man is talking about the dog.,cooking sausages,cooking sausages. a dog is cooking on a stove and a man is talking about the dog.
8553752644,/mnt/adithya/test/8553752644.mp4,a woman is sliding down a hill on a sled and then falls off.,tobogganing,tobogganing. a woman is sliding down a hill on a sled and then falls off.
3081360150,/mnt/adithya/test/3081360150.mp4,a man is holding a snake and then he shows it to the camera.,petting animal (not cat),petting animal (not cat). a man is holding a snake and then he shows it to the camera.
7484513326,/mnt/adithya/test/7484513326.mp4,a man is playing a guitar while another man is singing.,singing,singing. a man is playing a guitar while another man is singing.
5588738404,/mnt/adithya/test/5588738404.mp4,a cat is lying on a blanket and a person is petting it.,petting animal (not cat),petting animal (not cat). a cat is lying on a blanket and a person is petting it.
9663613477,/mnt/adithya/test/9663613477.mp4,a dog is being walked up and down by a person.,petting cat,petting cat. a dog is being walked up and down by a person.
4460322604,/mnt/adithya/test/4460322604.mp4,a man and a little girl are sitting at a table and the little girl is shaking her,laughing,laughing. a man and a little girl are sitting at a table and the little girl is shaking her
5864047618,/mnt/adithya/test/5864047618.mp4,a man is riding a donkey while another man is standing on the donkey.,petting animal (not cat),petting animal (not cat). a man is riding a donkey while another man is standing on the donkey.
6546241805,/mnt/adithya/test/6546241805.mp4,a woman is helping a little girl roll dough on a table.,petting animal (not cat),petting animal (not cat). a woman is helping a little girl roll dough on a table.
3375064270,/mnt/adithya/test/3375064270.mp4,a person is snowboarding down a hill and jumps a ramp.,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry). a person is snowboarding down a hill and jumps a ramp.
3666030640,/mnt/adithya/test/3666030640.mp4,a person is showing how they eat a hot dog.,breading or breadcrumbing,breading or breadcrumbing. a person is showing how they eat a hot dog.
3068792452,/mnt/adithya/test/3068792452.mp4,a man is proposing to a woman in a restaurant.,giving or receiving award,giving or receiving award. a man is proposing to a woman in a restaurant.
3992773451,/mnt/adithya/test/3992773451.mp4,a little boy is in a pool with a little boy and he is wearing a life jacket,swimming breast stroke,swimming breast stroke. a little boy is in a pool with a little boy and he is wearing a life jacket
8029969533,/mnt/adithya/test/8029969533.mp4,two girls are sitting in front of a green wall and talking.,singing,singing. two girls are sitting in front of a green wall and talking.
3377976885,/mnt/adithya/test/3377976885.mp4,a group of people are watching a bear in a zoo.,headbanging,headbanging. a group of people are watching a bear in a zoo.
6851952624,/mnt/adithya/test/6851952624.mp4,a band is playing on stage and the audience is cheering.,playing guitar,playing guitar. a band is playing on stage and the audience is cheering.
2482233944,/mnt/adithya/test/2482233944.mp4,a man is eating a dog and a dog is laughing.,slapping,slapping. a man is eating a dog and a dog is laughing.
5073490515,/mnt/adithya/test/5073490515.mp4,a man is playing with a baby and the baby is laughing.,eating cake,eating cake. a man is playing with a baby and the baby is laughing.
4775972536,/mnt/adithya/test/4775972536.mp4,two babies are in a car seat and one of them is waving his hands.,pumping fist,pumping fist. two babies are in a car seat and one of them is waving his hands.
4854593577,/mnt/adithya/test/4854593577.mp4,a person is riding a jet ski in the water while a boat is behind them.,jetskiing,jetskiing. a person is riding a jet ski in the water while a boat is behind them.
5080289573,/mnt/adithya/test/5080289573.mp4,a group of people are standing in a creek and they are washing clothes.,doing laundry,doing laundry. a group of people are standing in a creek and they are washing clothes.
4738042036,/mnt/adithya/test/4738042036.mp4,a baby is walking around a room and playing with a toy and then picks up a bottle,moving furniture,moving furniture. a baby is walking around a room and playing with a toy and then picks up a bottle
4497829146,/mnt/adithya/test/4497829146.mp4,a little girl is playing with a phone and then she gets up and starts crying.,pushing cart,pushing cart. a little girl is playing with a phone and then she gets up and starts crying.
3692009167,/mnt/adithya/test/3692009167.mp4,a man is holding a baby and the baby shakes his head.,air drumming,air drumming. a man is holding a baby and the baby shakes his head.
13496784364,/mnt/adithya/test/13496784364.mp4,a man is holding a cat and petting it while the cat is sitting on the floor,crying,crying. a man is holding a cat and petting it while the cat is sitting on the floor
5031339015,/mnt/adithya/test/5031339015.mp4,a woman is standing on a cliff and then jumps off a cliff.,catching or throwing frisbee,catching or throwing frisbee. a woman is standing on a cliff and then jumps off a cliff.
5913320110,/mnt/adithya/test/5913320110.mp4,a man and a woman are on a stage acting out a play.,krumping,krumping. a man and a woman are on a stage acting out a play.
8759410624,/mnt/adithya/test/8759410624.mp4,a woman is sitting at a table and she is blowing out candles on a cake.,eating cake,eating cake. a woman is sitting at a table and she is blowing out candles on a cake.
8900428927,/mnt/adithya/test/8900428927.mp4,a man and two children are sitting on top of an elephant and a man is holding a,yoga,yoga. a man and two children are sitting on top of an elephant and a man is holding a
9175646479,/mnt/adithya/test/9175646479.mp4,two girls are on a stage and they are holding a book and talking.,dancing macarena,dancing macarena. two girls are on a stage and they are holding a book and talking.
3383323177,/mnt/adithya/test/3383323177.mp4,a man is holding a baby and the baby is waving at the camera.,sticking tongue out,sticking tongue out. a man is holding a baby and the baby is waving at the camera.
5553110507,/mnt/adithya/test/5553110507.mp4,a man is sitting at a table talking to a group of people.,pumping fist,pumping fist. a man is sitting at a table talking to a group of people.
5032479143,/mnt/adithya/test/5032479143.mp4,a group of people are riding bikes down a road.,riding unicycle,riding unicycle. a group of people are riding bikes down a road.
4563323343,/mnt/adithya/test/4563323343.mp4,a cat is laying on a bed and a person is petting it.,petting animal (not cat),petting animal (not cat). a cat is laying on a bed and a person is petting it.
2486475553,/mnt/adithya/test/2486475553.mp4,a group of people are running around a course with a dog running around.,training dog,training dog. a group of people are running around a course with a dog running around.
3491310026,/mnt/adithya/test/3491310026.mp4,a baby is laying on a blanket and sneezes while someone is talking to them.,sticking tongue out,sticking tongue out. a baby is laying on a blanket and sneezes while someone is talking to them.
5904456747,/mnt/adithya/test/5904456747.mp4,a woman is playing a musical instrument with a large metal plate.,playing organ,playing organ. a woman is playing a musical instrument with a large metal plate.
8746344569,/mnt/adithya/test/8746344569.mp4,a group of people are working together to make a large blocks of blocks.,bookbinding,bookbinding. a group of people are working together to make a large blocks of blocks.
7516286866,/mnt/adithya/test/7516286866.mp4,a baby is crawling on the floor and playing with a toy and toys.,throwing ball,throwing ball. a baby is crawling on the floor and playing with a toy and toys.
8625406771,/mnt/adithya/test/8625406771.mp4,a woman is walking a dog on a leash and a dog is running around.,training dog,training dog. a woman is walking a dog on a leash and a dog is running around.
6819760548,/mnt/adithya/test/6819760548.mp4,a group of people are walking around a car and a woman is pushing a car.,pumping gas,pumping gas. a group of people are walking around a car and a woman is pushing a car.
5276779893,/mnt/adithya/test/5276779893.mp4,a woman is sitting on the floor and a small boy is clapping his hands.,yoga,yoga. a woman is sitting on the floor and a small boy is clapping his hands.
10843059584,/mnt/adithya/test/10843059584.mp4,a man is standing at a podium and talking to a group of people.,giving or receiving award,giving or receiving award. a man is standing at a podium and talking to a group of people.
10488004303,/mnt/adithya/test/10488004303.mp4,a baby is sitting on the floor and looking through a book.,reading newspaper,reading newspaper. a baby is sitting on the floor and looking through a book.
7846636954,/mnt/adithya/test/7846636954.mp4,a little boy runs and jumps into a toy and runs across the room.,somersaulting,somersaulting. a little boy runs and jumps into a toy and runs across the room.
5608598769,/mnt/adithya/test/5608598769.mp4,a person is feeding a bird in a metal bowl.,shredding paper,shredding paper. a person is feeding a bird in a metal bowl.
5875210125,/mnt/adithya/test/5875210125.mp4,a little girl rides a bike down a wooden platform and then a man walks by.,riding scooter,riding scooter. a little girl rides a bike down a wooden platform and then a man walks by.
12257884095,/mnt/adithya/test/12257884095.mp4,a group of people are sitting in a room and one of them is crying.,situp,situp. a group of people are sitting in a room and one of them is crying.
6764483319,/mnt/adithya/test/6764483319.mp4,a man and woman are sitting down and talking to each other.,hugging,hugging. a man and woman are sitting down and talking to each other.
2639154995,/mnt/adithya/test/2639154995.mp4,a person is standing on a balcony and lights up and down.,playing trumpet,playing trumpet. a person is standing on a balcony and lights up and down.
5105371735,/mnt/adithya/test/5105371735.mp4,two young children are sitting at a table and opening gifts.,wrapping present,wrapping present. two young children are sitting at a table and opening gifts.
6279934011,/mnt/adithya/test/6279934011.mp4,a little girl is sitting at a table and she is putting together a puzzle.,clapping,clapping. a little girl is sitting at a table and she is putting together a puzzle.
6313200205,/mnt/adithya/test/6313200205.mp4,a man is directing traffic on the side of a busy street.,skateboarding,skateboarding. a man is directing traffic on the side of a busy street.
2983727948,/mnt/adithya/test/2983727948.mp4,a man and a child are snowboarding down a mountain.,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry). a man and a child are snowboarding down a mountain.
7390196932,/mnt/adithya/test/7390196932.mp4,a man is sitting on top of an alligator and is holding its mouth open.,holding snake,holding snake. a man is sitting on top of an alligator and is holding its mouth open.
6152708743,/mnt/adithya/test/6152708743.mp4,a baby is swinging in a bouncer and then falls back and forth.,shaking head,shaking head. a baby is swinging in a bouncer and then falls back and forth.
6991460472,/mnt/adithya/test/6991460472.mp4,a man is holding a small child and walking a small shovel through the dirt.,watering plants,watering plants. a man is holding a small child and walking a small shovel through the dirt.
8022216602,/mnt/adithya/test/8022216602.mp4,a woman and a small child are dancing to music in a room.,stretching leg,stretching leg. a woman and a small child are dancing to music in a room.
3485338448,/mnt/adithya/test/3485338448.mp4,a man is holding a baby and the baby is hugging him.,crying,crying. a man is holding a baby and the baby is hugging him.
6824389173,/mnt/adithya/test/6824389173.mp4,a baby is playing with a toy train set and a woman is talking to him.,throwing ball,throwing ball. a baby is playing with a toy train set and a woman is talking to him.
4015487071,/mnt/adithya/test/4015487071.mp4,a man is standing in front of a computer and he is doing some dance moves.,extinguishing fire,extinguishing fire. a man is standing in front of a computer and he is doing some dance moves.
8028122153,/mnt/adithya/test/8028122153.mp4,a man is standing at a table and is trying to eat a bottle of wine.,making tea,making tea. a man is standing at a table and is trying to eat a bottle of wine.
10309844035,/mnt/adithya/test/10309844035.mp4,a man is standing on a ladder and then he is using a tool to shave the top,climbing ladder,climbing ladder. a man is standing on a ladder and then he is using a tool to shave the top
7324192392,/mnt/adithya/test/7324192392.mp4,a woman is giving a dog a bath outside with a hose.,petting animal (not cat),petting animal (not cat). a woman is giving a dog a bath outside with a hose.
2639225467,/mnt/adithya/test/2639225467.mp4,a man is showing how to do a rope with a rope.,golf putting,golf putting. a man is showing how to do a rope with a rope.
5678689001,/mnt/adithya/test/5678689001.mp4,a dog is running around a yard and a person is running around with a leash.,training dog,training dog. a dog is running around a yard and a person is running around with a leash.
13666320413,/mnt/adithya/test/13666320413.mp4,a young boy is pushing a toy train on a wooden floor.,sanding floor,sanding floor. a young boy is pushing a toy train on a wooden floor.
3631211612,/mnt/adithya/test/3631211612.mp4,a group of people are watching a man who is blowing up a blow up balloon.,smoking hookah,smoking hookah. a group of people are watching a man who is blowing up a blow up balloon.
9134100603,/mnt/adithya/test/9134100603.mp4,a little girl is sitting in a restaurant and eating a piece of food.,eating hotdog,eating hotdog. a little girl is sitting in a restaurant and eating a piece of food.
2623063774,/mnt/adithya/test/2623063774.mp4,a baby is sitting on the floor and playing with a toy.,playing drums,playing drums. a baby is sitting on the floor and playing with a toy.
9203522308,/mnt/adithya/test/9203522308.mp4,a little boy is blowing out the candles on a cake while his family watches.,eating cake,eating cake. a little boy is blowing out the candles on a cake while his family watches.
3606510307,/mnt/adithya/test/3606510307.mp4,a group of men are opening a small refrigerator and then they stop it.,unloading truck,unloading truck. a group of men are opening a small refrigerator and then they stop it.
8044317011,/mnt/adithya/test/8044317011.mp4,a man is surfing on a wave in a river.,crossing river,crossing river. a man is surfing on a wave in a river.
8328369894,/mnt/adithya/test/8328369894.mp4,a group of people are sitting in a room and reading a book.,writing,writing. a group of people are sitting in a room and reading a book.
3148729782,/mnt/adithya/test/3148729782.mp4,a man is holding a baby and the baby is smiling.,opening present,opening present. a man is holding a baby and the baby is smiling.
8235000713,/mnt/adithya/test/8235000713.mp4,a group of people are sitting at a table and talking to a woman who is sitting down,auctioning,auctioning. a group of people are sitting at a table and talking to a woman who is sitting down
3465242353,/mnt/adithya/test/3465242353.mp4,a woman is holding a baby and the baby is crying.,pumping fist,pumping fist. a woman is holding a baby and the baby is crying.
8568772570,/mnt/adithya/test/8568772570.mp4,a group of people are standing on a pier and a woman throws a water balloon at the,hula hooping,hula hooping. a group of people are standing on a pier and a woman throws a water balloon at the
4787311381,/mnt/adithya/test/4787311381.mp4,a cat is running around and a person is running around the room.,sweeping floor,sweeping floor. a cat is running around and a person is running around the room.
2416632400,/mnt/adithya/test/2416632400.mp4,a person is recording a bunch of people riding on a train.,riding unicycle,riding unicycle. a person is recording a bunch of people riding on a train.
4922092172,/mnt/adithya/test/4922092172.mp4,a man is sitting on a stage playing a guitar and singing a song.,playing guitar,playing guitar. a man is sitting on a stage playing a guitar and singing a song.
4892549531,/mnt/adithya/test/4892549531.mp4,a man and a woman are on stage acting out a play.,beatboxing,beatboxing. a man and a woman are on stage acting out a play.
10316970886,/mnt/adithya/test/10316970886.mp4,a woman is holding a baby and the baby is trying to hold the baby's hand,crying,crying. a woman is holding a baby and the baby is trying to hold the baby's hand
5929393873,/mnt/adithya/test/5929393873.mp4,a young boy is sitting in a chair and reading a paper.,reading book,reading book. a young boy is sitting in a chair and reading a paper.
3329878386,/mnt/adithya/test/3329878386.mp4,a cat is sitting on a couch and a person is petting it.,massaging person's head,massaging person's head. a cat is sitting on a couch and a person is petting it.
6038769080,/mnt/adithya/test/6038769080.mp4,a family is sitting around a table and looking at easter eggs.,playing monopoly,playing monopoly. a family is sitting around a table and looking at easter eggs.
7238677454,/mnt/adithya/test/7238677454.mp4,a man is holding a baby and the baby is trying to get him to go.,kissing,kissing. a man is holding a baby and the baby is trying to get him to go.
4853075919,/mnt/adithya/test/4853075919.mp4,a baby girl is sitting on a couch and is being fed by a woman.,eating spaghetti,eating spaghetti. a baby girl is sitting on a couch and is being fed by a woman.
3409616405,/mnt/adithya/test/3409616405.mp4,a group of birds are eating food out of the water.,feeding birds,feeding birds. a group of birds are eating food out of the water.
7354297342,/mnt/adithya/test/7354297342.mp4,a man is talking about the camera and then he is speaking.,answering questions,answering questions. a man is talking about the camera and then he is speaking.
8201826598,/mnt/adithya/test/8201826598.mp4,a little boy is eating food and then puts his hand in his mouth.,eating spaghetti,eating spaghetti. a little boy is eating food and then puts his hand in his mouth.
8466126930,/mnt/adithya/test/8466126930.mp4,a man is holding a little girl and the baby is waving at the camera.,hugging,hugging. a man is holding a little girl and the baby is waving at the camera.
6257273545,/mnt/adithya/test/6257273545.mp4,two young men are sitting on the floor and making funny faces.,stretching leg,stretching leg. two young men are sitting on the floor and making funny faces.
10174992863,/mnt/adithya/test/10174992863.mp4,two girls are sitting on a couch and talking to each other.,answering questions,answering questions. two girls are sitting on a couch and talking to each other.
4576992325,/mnt/adithya/test/4576992325.mp4,a boy is riding a skateboard and doing tricks on a skateboard.,rock climbing,rock climbing. a boy is riding a skateboard and doing tricks on a skateboard.
2868301160,/mnt/adithya/test/2868301160.mp4,a man is standing on a golf course and is talking to a man.,shaking hands,shaking hands. a man is standing on a golf course and is talking to a man.
3223951946,/mnt/adithya/test/3223951946.mp4,two young men are dancing to music in a living room.,high kick,high kick. two young men are dancing to music in a living room.
8652248426,/mnt/adithya/test/8652248426.mp4,a group of people are sitting on the floor and they are writing on the floor.,waxing legs,waxing legs. a group of people are sitting on the floor and they are writing on the floor.
3900682951,/mnt/adithya/test/3900682951.mp4,a group of people are kayaking in a river.,diving cliff,diving cliff. a group of people are kayaking in a river.
7108622827,/mnt/adithya/test/7108622827.mp4,a cat is being petted by a person while the cat is running around.,sweeping floor,sweeping floor. a cat is being petted by a person while the cat is running around.
5647715900,/mnt/adithya/test/5647715900.mp4,a little girl is running in the water and a dog is running around.,catching fish,catching fish. a little girl is running in the water and a dog is running around.
5918453123,/mnt/adithya/test/5918453123.mp4,two young boys are sitting on a couch and talking to each other.,playing harmonica,playing harmonica. two young boys are sitting on a couch and talking to each other.
3050287321,/mnt/adithya/test/3050287321.mp4,a baby is sitting on a couch reading a book to a baby.,opening present,opening present. a baby is sitting on a couch reading a book to a baby.
4751951497,/mnt/adithya/test/4751951497.mp4,two girls are sitting at a desk and talking to each other.,testifying,testifying. two girls are sitting at a desk and talking to each other.
3704238156,/mnt/adithya/test/3704238156.mp4,a woman is sitting on a couch with a dog on her lap and watching tv.,singing,singing. a woman is sitting on a couch with a dog on her lap and watching tv.
8750015460,/mnt/adithya/test/8750015460.mp4,a baby is sitting on a chair and is looking at a book.,opening present,opening present. a baby is sitting on a chair and is looking at a book.
